City,Latitude,Longitude,State,Zip_Prefix
recife,-8.043960308051409,-34.91398713566374,PE,50620
recife,-8.043646327226046,-34.89834505744709,PE,52050
recife,-8.043481236193653,-34.94853763266778,PE,50740
recife,-8.043436688033808,-34.87680492106334,PE,50110
recife,-8.042919705522538,-34.88952882875526,PE,52021
recife,-8.038439910245055,-34.93413850263446,PE,50731
recife,-8.038327293905851,-34.92473733918974,PE,52061
recife,-8.038133999999996,-34.909973999999984,PE,50710
recife,-8.036197556740426,-34.97798268368477,PE,50960
recife,-8.035457003721227,-34.89245369438057,PE,52041
recife,-8.035198735537305,-34.97659395051673,PE,50970
recife,-8.035062291630105,-34.913199324692094,PE,52060
recife,-8.034981129061089,-34.884051967251416,PE,52030
recife,-8.034284111329578,-34.93040571320721,PE,50680
recife,-8.032706999999997,-34.93710225000001,PE,50690
recife,-8.032385447159765,-34.88018851491675,PE,52031
recife,-8.032302911189309,-34.954410332217705,PE,50810
recife,-8.032152489035727,-34.88363727615559,PE,52040
recife,-8.032058856243884,-34.954016673366475,PE,50800
recife,-8.027918586419359,-34.928983567035075,PE,52071
recife,-8.02746534332621,-34.91569324340702,PE,52070
recife,-8.026644268942235,-34.90776042423104,PE,52051
recife,-8.025994967551537,-34.90430515328633,PE,52110
recife,-8.025665691511211,-34.96634054275547,PE,50980
recife,-8.02069186389482,-34.91082669653928,PE,52210
recife,-8.020482433789942,-34.87846615420942,PE,52125
recife,-8.019697946233917,-34.89469944133677,PE,52111
recife,-8.018935889280378,-34.88830087156113,PE,52120
recife,-8.01877622277025,-34.955185634722596,PE,52171
recife,-8.016584744943145,-34.9118745232573,PE,52080
recife,-8.015115229177999,-34.928205447148486,PE,52090
recife,-8.01475388507225,-34.88298080623902,PE,52121
recife,-8.012741506244412,-34.929252376793784,PE,52490
recife,-8.01184026951106,-34.899901073370536,PE,52211
recife,-8.011590343569674,-34.91625388430071,PE,52280
recife,-8.00748323757863,-34.886216797391654,PE,52221
recife,-8.005933579715046,-34.91587959713809,PE,52081
recife,-8.005716575180687,-34.89954232337375,PE,52131
recife,-8.00521828642738,-34.89372762753189,PE,52130
recife,-8.00463885388859,-34.9107937326277,PE,52150
recife,-8.002362097509147,-34.92439264013986,PE,52190
recife,-8.002205295221438,-34.90752099726304,PE,52140
recife,-8.00220038511063,-34.93138554447963,PE,52091
recife,-7.9982472353154614,-34.930654694811395,PE,52191
recife,-7.995469587949266,-34.90948086677471,PE,52160
recife,-7.992403012188774,-34.940064560943895,PE,52290
recife,-7.989901900200871,-34.933204236115785,PE,52291
recife,-7.986606727314268,-34.93095605162645,PE,52390
recife,-7.98239484361013,-34.91927607039416,PE,52165
recife,-7.977935375851409,-34.91882111284172,PE,52170
recreio,-21.52500922566178,-42.47331992756999,MG,36740
recursolandia,-8.734456443104333,-47.24227204544005,TO,77733
redencao,-8.04257881622651,-50.048914067610426,PA,68554
redencao,-8.040438600726754,-50.047272911991435,PA,68551
redencao,-8.037943887491886,-50.03656537931162,PA,68552
redencao,-8.037413937308134,-50.02949915892017,PA,68550
redencao,-8.02839881376221,-50.02126173414129,PA,68553
redencao,-4.225690029422056,-38.729118769792855,CE,62790
redencao da serra,-23.27933984514383,-45.53463047183564,SP,12170
redencao do gurgueia,-9.486171972562595,-44.58455181046884,PI,64915
redentora,-27.66847536596352,-53.63937265847711,RS,98550
reduto,-20.244845497631122,-41.984176952131975,MG,36920
regeneração,-6.227942829611587,-42.6850333814357,PI,64490
regente feijo,-22.211748078426634,-51.304797002544625,SP,19570
reginopolis,-21.886804297120783,-49.221909036822886,SP,17190
registro,-24.49203032806276,-47.83413137913321,SP,11900
relvado,-29.111749683216022,-52.07036830374231,RS,95965
remanso,-9.622197368243292,-42.08086188764716,BA,47200
remígio,-6.965790404406102,-35.797076394302934,PB,58398
renascenca,-26.15726166145906,-52.97089842353846,PR,85610
reriutaba,-4.142647121200437,-40.58425595647609,CE,62260
resende,-22.48927922101285,-44.481856315162034,RJ,27523
resende,-22.48864507899998,-44.44481849999994,RJ,27513
resende,-22.488086808211687,-44.48674284595193,RJ,27524
resende,-22.47865219900167,-44.437900254775315,RJ,27512
resende,-22.478514850739764,-44.46311150392136,RJ,27516
resende,-22.478050718016014,-44.50608144601535,RJ,27525
resende,-22.475984416873462,-44.470827460730554,RJ,27522
resende,-22.47534899999999,-44.46199125000001,RJ,27520
resende,-22.474262325841064,-44.45619482292687,RJ,27515
resende,-22.472668597220245,-44.44782129960289,RJ,27514
resende,-22.46868075491955,-44.46342640674589,RJ,27521
resende,-22.466541698516835,-44.45067564398619,RJ,27511
resende,-22.466172415488483,-44.45678278282071,RJ,27510
resende,-22.466036923394334,-44.44581378475393,RJ,27542
resende,-22.46347883873857,-44.43792725991119,RJ,27541
resende,-22.46059781176002,-44.481391499166804,RJ,27532
resende,-22.45742178573489,-44.43109015598131,RJ,27536
resende,-22.455922867188335,-44.4343983641848,RJ,27537
resende,-22.45461013099146,-44.442137642766546,RJ,27534
resende,-22.45447977697605,-44.414365582838485,RJ,27540
resende,-22.45369656174626,-44.43255829808413,RJ,27535
resende,-22.45060801027177,-44.45945672078597,RJ,27533
resende costa,-20.930198743267827,-44.23231424670052,MG,36340
reserva,-24.65490126597641,-50.85021511073835,PR,84320
reserva do cabacal,-15.125818718696081,-58.38031660181908,MT,78265
reserva do iguacu,-25.835739750478755,-52.029021697891274,PR,85195
residencia fuck,-26.45557110565639,-50.23906174613877,SC,89384
resplendor,-19.17685879412161,-41.26254261176845,MG,35230
ressaquinha,-21.05753808224127,-43.756223653425536,MG,36270
restinga,-20.602000825575434,-47.48367013800733,SP,14430
restinga seca,-29.824091321961138,-53.374222670809885,RS,97200
retiro do muriaé,-21.178328184859797,-41.997103394709626,RJ,28330
retirolândia,-11.49497360384656,-39.425032847891444,BA,48750
riachao,-7.433417378910435,-46.67870559938499,MA,65990
riachao das neves,-11.753135950663646,-44.911506654495625,BA,47970
riachão do bacamarte,-7.250463943847465,-35.66140362351248,PB,58382
riachao do dantas,-11.06984664766812,-37.724022047351035,SE,49320
riachao do jacuipe,-11.810624672685105,-39.37858831066986,BA,44640
riachinho,-16.223266212215982,-45.997340336760026,MG,38640
riacho da cruz,-5.936894999999999,-37.950754499999995,RN,59820
riacho das almas,-8.136108249653915,-35.85336588633218,PE,55120
riacho de santana,-13.614511062182782,-42.940814015598654,BA,46470
riacho de santana,-6.264253954784666,-38.31011999435294,RN,59987
riacho de santo antonio,-7.69288358060648,-36.15725894328097,PB,58465
riacho dos cavalos,-6.436183290001688,-37.655618479009824,PB,58870
riacho dos machados,-16.00535802310221,-43.042358905549584,MG,39529
riacho frio,-10.125397647291782,-44.94859015125212,PI,64975
riacho fundo,-15.883919999999932,-48.01546999999994,DF,71800
riachuelo,-10.731336290803233,-37.189260909474015,SE,49130
riachuelo,-5.805136959594633,-35.82136929191892,RN,59470
rialma,-15.31060234443309,-49.57693257807515,GO,76310
rianapolis,-15.45087544921725,-49.51487610636121,GO,76315
ribamar fiquene,-5.9289394608712644,-47.38407520319015,MA,65938
ribas do rio pardo,-20.440552708617748,-53.74905865230375,MS,79180
ribeira,-24.658715239978044,-49.008861370076104,SP,18380
ribeira do amparo,-11.040966136804384,-38.43856335240522,BA,48440
ribeira do piaui,-7.879691999999945,-42.60922999999997,PI,64725
ribeira do pombal,-10.837991812611497,-38.53857912911819,BA,48400
ribeirão,-8.517255474154664,-35.376581239790895,PE,55520
ribeirao bonito,-22.064129300100667,-48.17887518860225,SP,13580
ribeirao branco,-24.227920717080053,-48.76697040364108,SP,18430
ribeirao cascalheira,-12.92946116464662,-51.82375025678539,MT,78675
ribeirao claro,-23.200076362705648,-49.76113894397601,PR,86410
ribeirao corrente,-20.462421006221163,-47.58707544047656,SP,14445
ribeirao das neves,-19.836179245628713,-44.03855327601138,MG,33938
ribeirao das neves,-19.827406654299978,-44.03514544300204,MG,33939
ribeirao das neves,-19.81011009334088,-44.02849687554548,MG,33944
ribeirao das neves,-19.80943567882035,-44.01201342482576,MG,33935
ribeirao das neves,-19.80590227116394,-44.01521096863638,MG,33940
ribeirao das neves,-19.805897468833486,-44.10379626498721,MG,33910
ribeirao das neves,-19.805776157437002,-44.01732103235708,MG,33943
ribeirao das neves,-19.8008729980228,-44.10388191015411,MG,33836
ribeirao das neves,-19.800680488666323,-44.102538142043635,MG,33914
ribeirao das neves,-19.796860277829044,-44.00988928642738,MG,33902
ribeirao das neves,-19.796714088810685,-44.0279771076808,MG,33903
ribeirao das neves,-19.787683860955582,-44.01087722799933,MG,33933
ribeirao das neves,-19.784372432173086,-44.022216549249904,MG,33920
ribeirao das neves,-19.78393888458456,-44.08101232055392,MG,33921
ribeirao das neves,-19.78365643963872,-44.10962162323272,MG,33809
ribeirao das neves,-19.782524185237904,-43.98288616948303,MG,33934
ribeirao das neves,-19.782267018106374,-44.06846195226778,MG,33863
ribeirao das neves,-19.78136498344216,-44.0673669708198,MG,33825
ribeirao das neves,-19.779029422913744,-44.0229254812176,MG,33913
ribeirao das neves,-19.77653023481006,-44.10161229005428,MG,33808
ribeirao das neves,-19.77622318270774,-43.99194907558397,MG,33925
ribeirao das neves,-19.773954999999944,-44.01352605999995,MG,33915
ribeirao das neves,-19.773702858733873,-44.085055578683125,MG,33880
ribeirao das neves,-19.773020999999947,-44.08090549999997,MG,33805
ribeirao das neves,-19.771397161809688,-44.06948103136361,MG,33860
ribeirao das neves,-19.766556071715673,-44.00162722365764,MG,33936
ribeirao das neves,-19.76568548999484,-44.140885226865976,MG,33823
ribeirao das neves,-19.761093569356973,-44.08167997352053,MG,33900
ribeirao das neves,-19.759653969444336,-44.14509269058851,MG,33937
ribeirao das neves,-19.758646927097498,-44.16255573047865,MG,33821
ribeirao das neves,-19.75765134387447,-44.08400468497898,MG,33858
ribeirao das neves,-19.757171999999947,-44.161131499999954,MG,33930
ribeirao das neves,-19.756505870390644,-44.072559257141236,MG,33855
ribeirao das neves,-19.75217604302037,-44.135711811270106,MG,33830
ribeirao das neves,-19.748720629753592,-44.1553855814531,MG,33882
ribeirao das neves,-19.744340050233724,-44.13573410713255,MG,33833
ribeirao das neves,-19.744300783750596,-44.092729810059474,MG,33840
ribeirao das neves,-19.734579271976788,-44.0723826840696,MG,33841
ribeirão das neves,-19.823724626765635,-44.011091033732235,MG,33927
ribeirão das neves,-19.811557499999935,-44.067096213999946,MG,33822
ribeirão das neves,-19.776713717145853,-44.07185109704091,MG,33861
ribeirão das neves,-19.771424880321003,-44.12858666111042,MG,33820
ribeirão das neves,-19.752517296441248,-44.15634786173659,MG,33826
ribeirao de sao domingos,-10.792109392119098,-37.56503473599343,MG,36915
ribeirao do largo,-15.45804017556826,-40.73917309517052,BA,45155
ribeirao do pinhal,-23.40543928588727,-50.35923672924622,PR,86490
ribeirao do sul,-22.78338910002557,-49.93229976581239,SP,19930
ribeirao dos indios,-21.792278999999944,-51.592390999999964,SP,19380
ribeirão grande,-24.099521385170643,-48.365694196500534,SP,18315
ribeirao pires,-23.75156370006625,-46.44223090761778,SP,9415
ribeirao pires,-23.747396727771577,-46.43678877331445,SP,9414
ribeirao pires,-23.739522815016542,-46.43177633617865,SP,9413
ribeirao pires,-23.734072610599526,-46.442410009208444,SP,9416
ribeirao pires,-23.7320405236918,-46.4241249763082,SP,9412
ribeirao pires,-23.724854378115626,-46.42232576882658,SP,9421
ribeirao pires,-23.723177898794376,-46.430028186956115,SP,9422
ribeirao pires,-23.718589749913498,-46.42459002214552,SP,9423
ribeirao pires,-23.712433211901875,-46.41730264609344,SP,9424
ribeirao pires,-23.711808991949912,-46.3919898090484,SP,9410
ribeirao pires,-23.70792997085809,-46.425004491805694,SP,9425
ribeirao pires,-23.704740589864098,-46.40960792389481,SP,9401
ribeirao pires,-23.704153557386014,-46.43531413895775,SP,9426
ribeirao pires,-23.703681589900427,-46.39617152902221,SP,9407
ribeirao pires,-23.70206320161832,-46.40534820551376,SP,9405
ribeirao pires,-23.701895065735638,-46.34462475537504,SP,9444
ribeirao pires,-23.699208583126545,-46.396572601159946,SP,9430
ribeirao pires,-23.692278245067488,-46.38667943429559,SP,9431
ribeirao pires,-23.690837650780157,-46.43968462843731,SP,9403
ribeirao pires,-23.682426164462306,-46.41716622339997,SP,9404
ribeirao pires,-23.677842705889724,-46.37034543343759,SP,9441
ribeirao pires,-23.676027730141065,-46.34579957525459,SP,9443
ribeirao pires,-23.670905873676,-46.38440218249345,SP,9433
ribeirao pires,-23.657379641968312,-46.37402022795534,SP,9434
ribeirao pires,-23.65505507531975,-46.36192942133493,SP,9435
ribeirao pires,-23.650992074602023,-46.36640936868962,SP,9436
ribeirão pires,-23.71719840652404,-46.395777768729744,SP,9411
ribeirão pires,-23.715871213694843,-46.413099327601905,SP,9420
ribeirão pires,-23.713267935051086,-46.40026264224706,SP,9406
ribeirão pires,-23.712947685815696,-46.408553963500516,SP,9400
ribeirão pires,-23.70628654550823,-46.413611158994854,SP,9402
ribeirão pires,-23.698655741306997,-46.374946482281075,SP,9440
ribeirão pires,-23.690929564008126,-46.36382142766213,SP,9445
ribeirão pires,-23.685627523535963,-46.39538210513349,SP,9432
ribeirão pires,-23.68120962484117,-46.35970345967379,SP,9442
ribeirao preto,-21.226395814200256,-47.78501779742152,SP,14022
ribeirao preto,-21.216210904524203,-47.81828973980032,SP,14026
ribeirao preto,-21.212279161809676,-47.788151762421364,SP,14021
ribeirao preto,-21.210927569248085,-47.81172770260835,SP,14024
ribeirao preto,-21.210104711049134,-47.80139005429387,SP,14020
ribeirao preto,-21.20034933166944,-47.83509389217496,SP,14031
ribeirao preto,-21.197994153181128,-47.779317275572765,SP,14096
ribeirao preto,-21.1894024299152,-47.79295570344507,SP,14091
ribeirao preto,-21.188764942887175,-47.769870647308956,SP,14095
ribeirao preto,-21.186657754371282,-47.80976500582838,SP,14025
ribeirao preto,-21.186260560361276,-47.84034554440533,SP,14030
ribeirao preto,-21.184449916941812,-47.89014690211305,SP,14032
ribeirao preto,-21.18268996916035,-47.717181725006675,SP,14033
ribeirao preto,-21.180024408823378,-47.81386413405276,SP,14015
ribeirao preto,-21.179578055269594,-47.81126902131619,SP,14010
ribeirao preto,-21.177451592561596,-47.79583295337295,SP,14090
ribeirao preto,-21.174925033585303,-47.7686162776848,SP,14092
ribeirao preto,-21.172519372468116,-47.83483973397196,SP,14051
ribeirao preto,-21.17121748495008,-47.81941847157649,SP,14050
ribeirao preto,-21.168504408823374,-47.79370519233655,SP,14085
ribeirao preto,-21.1575781634253,-47.81743621509692,SP,14055
ribeirao preto,-21.15613133316094,-47.74568764755373,SP,14079
ribeirao preto,-21.154717173466437,-47.79762442492353,SP,14080
ribeirao preto,-21.15425171160022,-47.78738989325995,SP,14076
ribeirao preto,-21.152969235356927,-47.77227625506376,SP,14075
ribeirao preto,-21.135911060505506,-47.83943588412487,SP,14057
ribeirao preto,-21.135783490049025,-47.7667825048123,SP,14078
ribeirao preto,-21.13517615098964,-47.8414484583646,SP,14056
ribeirao preto,-21.13454716763806,-47.83412097016559,SP,14065
ribeirao preto,-21.132996952825216,-47.80896194364281,SP,14060
ribeirao preto,-21.12716850874257,-47.81197526019966,SP,14061
ribeirao preto,-21.120666287911064,-47.82124996826418,SP,14062
ribeirao preto,-21.116471333054424,-47.79073400291418,SP,14070
ribeirao preto,-21.113868434125944,-47.79592700590096,SP,14071
ribeirao preto,-21.09539169300921,-47.78498873875278,SP,14073
ribeirao preto,-21.088463228143567,-47.79866423910783,SP,14072
ribeirão preto,-21.224269886202343,-47.83392543796527,SP,14027
ribeirão preto,-21.224269026371946,-47.76188525214957,SP,14098
ribeirão preto,-21.209355670552256,-47.75455123688613,SP,14097
ribeirão preto,-21.194323097917405,-47.74678872433223,SP,14094
ribeirão preto,-21.188237520138365,-47.75564477528397,SP,14093
ribeirão preto,-21.176055282820695,-47.81101200874258,SP,14001
ribeirão preto,-21.171965761873103,-47.86823156258297,SP,14040
ribeirão preto,-21.123798663338896,-47.82638348987245,SP,14066
ribeirão preto,-21.117516846012855,-47.779214162662555,SP,14077
ribeirao vermelho,-21.18828721391298,-45.05981806218175,MG,37264
ribeiraozinho,-16.493601170951834,-52.69291792304641,MT,78613
ribeiro goncalves,-7.55760931279626,-45.24280782125927,PI,64865
ribeiro junqueira,-19.821904368372316,-44.00995343801027,MG,36707
ribeiropolis,-10.534327783002258,-37.441711348164326,SE,49530
rifaina,-20.08001891494805,-47.42292592174261,SP,14490
rincao,-21.588008681839735,-48.07150792743003,SP,14830
rinopolis,-21.713744245813558,-50.72688565961074,SP,17740
rio acima,-20.08063438153295,-43.790693033288065,MG,34300
rio azul,-25.73373749374235,-50.79613989435896,PR,84560
rio bananal,-19.271805837690685,-40.327726913993224,ES,29920
rio bom,-23.76310672711878,-51.41551059226921,PR,86830
rio bonito,-26.449999999999932,-50.83332999999993,SC,88405
rio bonito,-22.7072351350913,-42.62882877464098,RJ,28800
rio bonito,-8.474008102898447,-35.74210988587654,PR,87575
rio bonito do iguacu,-25.49325683267302,-52.52537824900953,PR,85340
rio branco,-15.24110304559625,-58.11199041076361,MT,78275
rio branco,-10.033587968284644,-67.79465808751118,AC,69909
rio branco,-10.013767311448733,-67.78332046811606,AC,69908
rio branco,-10.009520203957003,-67.79363222435269,AC,69907
rio branco,-10.008036000000004,-67.7778255,AC,69911
rio branco,-9.995400464862191,-67.8076629741743,AC,69906
rio branco,-9.9863541104064,-67.84345650615455,AC,69912
rio branco,-9.981985725229377,-67.82874516388715,AC,69904
rio branco,-9.981402066333885,-67.87792763849616,AC,69914
rio branco,-9.97510783589,-67.83786945619006,AC,69915
rio branco,-9.97456238336677,-67.80965579857256,AC,69900
rio branco,-9.971626683814979,-67.80339808690971,AC,69905
rio branco,-9.963414578926072,-67.82705406249782,AC,69920
rio branco,-9.957252211014918,-67.78634877607972,AC,69901
rio branco,-9.95131749999996,-67.85151076599993,AC,69919
rio branco,-9.950591723844404,-67.88426964723872,AC,69917
rio branco,-9.943475406097685,-67.86163958249485,AC,69910
rio branco,-9.940536399163149,-67.82281797238456,AC,69902
rio branco,-9.939077025535225,-67.82729316180968,AC,69921
rio branco,-9.928538036355258,-67.83822414363205,AC,69922
rio branco,-9.926145000000002,-67.83511725,AC,69918
rio branco,-9.925544629753587,-67.81264917138897,AC,69903
rio branco do ivai,-24.348908999999946,-51.29286199999996,PR,86848
rio branco do sul,-25.190294456773145,-49.32118393247951,PR,83540
rio brilhante,-21.784207571148777,-54.52942519947917,MS,79130
rio casca,-20.22462248291417,-42.64359330418742,MG,35370
rio claro,-22.724440155501863,-44.13657315056426,RJ,27460
rio claro,-22.437748743859654,-47.558329437792395,SP,13501
rio claro,-22.4294776769289,-47.58848653828849,SP,13502
rio claro,-22.429322685047495,-47.5750200906148,SP,13509
rio claro,-22.41492896707656,-47.554698081077774,SP,13507
rio claro,-22.412791063943082,-47.55498970959049,SP,13506
rio claro,-22.411489567314835,-47.57096343796528,SP,13508
rio claro,-22.404280214539906,-47.57843446971193,SP,13503
rio claro,-22.402133192076768,-47.56233402025511,SP,13500
rio claro,-22.392256145058422,-47.55944968375016,SP,13505
rio claro,-22.38438072912452,-47.586364840844695,SP,13504
rio crespo,-9.705618000000001,-62.9008746569828,RO,76863
rio da conceição,-11.400838327718104,-46.886048502105716,TO,77303
rio das antas,-26.93998450514357,-51.11094481666518,SC,89555
rio das antas,-26.893142597404623,-51.07486197547425,SC,89550
rio das flores,-22.15481536216779,-43.592772448519,RJ,27660
rio das mortes,-21.184663734952895,-44.331965951583946,MG,36315
rio das ostras,-22.55404662402426,-41.98120292081672,RJ,28890
rio das ostras,-22.53509158795916,-41.984537523608566,RJ,28891
rio das ostras,-22.51755137231119,-41.94630600778242,RJ,28894
rio das ostras,-22.50822029240638,-41.93096183440929,RJ,28896
rio das ostras,-22.50268855112206,-41.92488236917089,RJ,28895
rio das ostras,-22.493219717159718,-41.91021028549174,RJ,28893
rio das ostras,-22.49098923813657,-41.91441804764932,RJ,28897
rio das ostras,-22.48719244112802,-41.92144424029182,RJ,28899
rio das ostras,-22.449015010048154,-41.87613641165824,RJ,28898
rio das ostras,-22.427790377380035,-42.006687888039046,RJ,28892
rio das pedras,-22.849226544300205,-47.61048571730711,SP,13390
rio de contas,-13.582454935488547,-41.81253669125625,BA,46170
rio de janeiro,-23.051775589507898,-43.55382380118115,RJ,23020
rio de janeiro,-23.026044731317555,-43.461041421461076,RJ,22795
rio de janeiro,-23.01849994946487,-43.48445971883477,RJ,22452
rio de janeiro,-23.013733159587975,-43.311538895925864,RJ,22621
rio de janeiro,-23.01333894087947,-43.30183519386577,RJ,22620
rio de janeiro,-23.011334694990957,-43.450256415344235,RJ,22790
rio de janeiro,-23.010698995411467,-43.33245982226944,RJ,22630
rio de janeiro,-23.009270961423038,-43.42940927644404,RJ,22793
rio de janeiro,-23.004898680535568,-43.2962888304287,RJ,22611
rio de janeiro,-23.004308687229596,-43.32450783783356,RJ,22631
rio de janeiro,-23.004141035518547,-43.62969052498696,RJ,23025
rio de janeiro,-23.003736195472815,-43.32184116956918,RJ,22640
rio de janeiro,-22.999557216486807,-43.641098083126536,RJ,23027
rio de janeiro,-22.99920563249489,-43.2722509879392,RJ,22610
rio de janeiro,-22.99650433203871,-43.62572524077582,RJ,23026
rio de janeiro,-22.99399656731484,-43.233967662069475,RJ,22450
rio de janeiro,-22.99280667740874,-43.44828652055829,RJ,22783
rio de janeiro,-22.989315173013143,-43.34858461368386,RJ,20776
rio de janeiro,-22.98886263729743,-43.3580821248571,RJ,22776
rio de janeiro,-22.988173022765267,-43.304946586300545,RJ,22641
rio de janeiro,-22.987106811270106,-43.22749700083673,RJ,22440
rio de janeiro,-22.98683086984238,-43.19030363696695,RJ,22080
rio de janeiro,-22.9860379483813,-43.19247513503371,RJ,22081
rio de janeiro,-22.985703740328145,-43.190398502027676,RJ,21042
rio de janeiro,-22.984848450458767,-43.20073414542106,RJ,22420
rio de janeiro,-22.98474248211083,-43.19586486663974,RJ,22410
rio de janeiro,-22.984241961423034,-43.19056825090884,RJ,22070
rio de janeiro,-22.98386326005543,-43.21581052596791,RJ,22430
rio de janeiro,-22.983576810433398,-43.22072313001338,RJ,22441
rio de janeiro,-22.982358594494837,-43.20994879808413,RJ,22421
rio de janeiro,-22.981935865398974,-43.22428066457964,RJ,22431
rio de janeiro,-22.981231507646054,-43.20143111518263,RJ,22411
rio de janeiro,-22.979653543164588,-43.66396836773623,RJ,23028
rio de janeiro,-22.97938068457905,-43.332765125437604,RJ,22753
rio de janeiro,-22.97891413015762,-43.190435195250764,RJ,22071
rio de janeiro,-22.978469157654736,-43.23383336857298,RJ,22453
rio de janeiro,-22.97823619758802,-43.2372780819727,RJ,22451
rio de janeiro,-22.978162414103497,-43.693011958508826,RJ,23535
rio de janeiro,-22.975905510675812,-43.18963171717928,RJ,22061
rio de janeiro,-22.975520300681236,-43.48436102271125,RJ,22785
rio de janeiro,-22.974296972243074,-43.284387278665754,RJ,20531
rio de janeiro,-22.973939675543914,-43.190175781579946,RJ,22060
rio de janeiro,-22.97376912655093,-43.70185289840737,RJ,23540
rio de janeiro,-22.973260219372296,-43.64242747132143,RJ,23032
rio de janeiro,-22.972956517889177,-43.39706327699233,RJ,22775
rio de janeiro,-22.972496751601327,-43.18950774937962,RJ,22051
rio de janeiro,-22.97180239967678,-43.18744649443143,RJ,22050
rio de janeiro,-22.96955756564139,-43.691022000000004,RJ,23530
rio de janeiro,-22.968394910900845,-43.18999951289751,RJ,22041
rio de janeiro,-22.968219049397007,-43.18823673772285,RJ,22030
rio de janeiro,-22.96700369193254,-43.18314576657629,RJ,22040
rio de janeiro,-22.966645149316204,-43.20283415612552,RJ,22471
rio de janeiro,-22.966161444341918,-43.187539526775986,RJ,22031
rio de janeiro,-22.96601266501233,-43.1783093037683,RJ,22020
rio de janeiro,-22.965877248110214,-43.21897584321064,RJ,22460
rio de janeiro,-22.96555273382772,-43.216278332650404,RJ,22470
rio de janeiro,-22.965370753534568,-43.696040961423016,RJ,23545
rio de janeiro,-22.96461688037396,-43.17706729349651,RJ,22021
rio de janeiro,-22.96346518763946,-43.21682882240132,RJ,22600
rio de janeiro,-22.96308886984238,-43.402024304605,RJ,22780
rio de janeiro,-22.962511351924544,-43.17640771510184,RJ,22011
rio de janeiro,-22.962079980841413,-43.1679761924808,RJ,22010
rio de janeiro,-22.96070967499565,-43.213958465173945,RJ,22461
rio de janeiro,-22.95900277684809,-43.19837474672523,RJ,22271
rio de janeiro,-22.957985703849097,-43.60671709325408,RJ,23033
rio de janeiro,-22.957756281983983,-43.19249263780366,RJ,22281
rio de janeiro,-22.957687381721165,-43.605057974498,RJ,23031
rio de janeiro,-22.95634609019567,-43.346746472243076,RJ,22765
rio de janeiro,-22.956150562582973,-43.19212235025111,RJ,22283
rio de janeiro,-22.955489999999998,-43.20057987621901,RJ,22261
rio de janeiro,-22.95530399999995,-43.582026499999955,RJ,23030
rio de janeiro,-22.954859287264107,-43.18091709714924,RJ,22290
rio de janeiro,-22.953795841248734,-43.18465490536092,RJ,22270
rio de janeiro,-22.953677236001887,-43.334465638593095,RJ,22755
rio de janeiro,-22.952096531536277,-43.39272295223751,RJ,22711
rio de janeiro,-22.951245604218357,-43.3592714074384,RJ,22773
rio de janeiro,-22.950922714957603,-43.18739520231989,RJ,22280
rio de janeiro,-22.949217347820927,-43.35077284348652,RJ,22763
rio de janeiro,-22.949140243955277,-43.1890677882164,RJ,22260
rio de janeiro,-22.94890612123084,-43.599276515485144,RJ,23035
rio de janeiro,-22.948336079923887,-43.361259858301196,RJ,22772
rio de janeiro,-22.947654111027695,-43.33860615583707,RJ,22750
rio de janeiro,-22.946235476802045,-43.25548301751381,RJ,20530
rio de janeiro,-22.945175455450418,-43.186742950487414,RJ,22251
rio de janeiro,-22.944914213716842,-43.34638345749923,RJ,22760
rio de janeiro,-22.94478296491594,-43.572331941526556,RJ,23036
rio de janeiro,-22.943910560140818,-43.254772993992525,RJ,20271
rio de janeiro,-22.94380123065373,-43.18424634846209,RJ,22252
rio de janeiro,-22.94343646543375,-43.683087610999046,RJ,23525
rio de janeiro,-22.942045134994665,-43.192373725331656,RJ,22245
rio de janeiro,-22.93935898306312,-43.371185648883504,RJ,22778
rio de janeiro,-22.939034386606377,-43.56037003903831,RJ,23042
rio de janeiro,-22.93862838995325,-43.36065293880199,RJ,22770
rio de janeiro,-22.938518021928537,-43.17619539800332,RJ,22250
rio de janeiro,-22.93827739912851,-43.195598256997016,RJ,22241
rio de janeiro,-22.93808022787862,-43.66123606823412,RJ,23547
rio de janeiro,-22.93781597002137,-43.17619884430715,RJ,22230
rio de janeiro,-22.936378144309987,-43.32533727849932,RJ,22745
rio de janeiro,-22.935550840109503,-43.66020027560581,RJ,23595
rio de janeiro,-22.934387504847432,-43.66535464322802,RJ,23590
rio de janeiro,-22.933875887039065,-43.68870134055625,RJ,23550
rio de janeiro,-22.933487211206682,-43.24563886482204,RJ,20511
rio de janeiro,-22.933479697760923,-43.350149913122536,RJ,22743
rio de janeiro,-22.93311463835192,-43.17537798542904,RJ,22220
rio de janeiro,-22.933084232038713,-43.36663107132555,RJ,22710
rio de janeiro,-22.932964791563265,-43.673679256592976,RJ,23520
rio de janeiro,-22.932767557851122,-43.17834623036526,RJ,22231
rio de janeiro,-22.932760211495154,-43.19785123743439,RJ,20241
rio de janeiro,-22.932641211206686,-43.23915878100303,RJ,20510
rio de janeiro,-22.931508341392973,-43.181793990420694,RJ,22221
rio de janeiro,-22.93125598447676,-43.17881321481337,RJ,22240
rio de janeiro,-22.931157368290787,-43.6638593272825,RJ,23591
rio de janeiro,-22.931018538721197,-43.35047496113457,RJ,22473
rio de janeiro,-22.930927083992938,-43.3849856514328,RJ,22713
