Sum of freight_value,order_id,Sum of order_item_id,Sum of price,product_id,seller_id,Year,Quarter,Month,Day,Total_Item_Value
16.46,219d7856c8969f8f7087ffe19ae28a36,1,38.9,98c9ff7d86040b4030472af040f1a4a8,7e3f87d16fb353f408d467e74fbd8014,2018,Qtr 3,July,25,22.44
8.91,219db423b9c3ca26e1d379f41eb8cbc7,1,79.2,f4d640751dc4c32a4338ad7dd111fe48,25e6ffe976bd75618accfe16cefcbd0d,2018,Qtr 2,April,10,70.29
21.22,219e223faa8b8622006bc6242a1bf011,1,105,130482add9fd75ccb6c57ba007694a2d,87142160b41353c4e5fca2360caf6f92,2017,Qtr 2,June,22,83.78
13.44,219f831fcedecf53187489f9aad154eb,1,59.9,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,2017,Qtr 3,August,14,46.46
8.11,219f8f81c1e54b614ed44df445a563f2,1,20.3,13797c377f05e2e9698a6a46c9098639,e5a3438891c0bfdb9394643f95273d8e,2017,Qtr 4,November,3,12.19
8.11,219fda9e83f9a3ac8e1baa10d6cc6366,1,31.9,a35a9f46dcee0a67c8c7ad8493eb4135,85d9eb9ddc5d00ca9336a2219c97bb13,2017,Qtr 2,June,15,23.79
12.05,21a0fa6ad3d045d3cc42f973e3dddc0c,1,78,a334304f952399f2161225628a9d2891,d3f39f05462b79a4562d35893a28f159,2018,Qtr 1,February,1,65.95
15.1,21a131826faf57cef66a3b3dbd51da36,1,29.9,fb14dbd8b5d4195d70df81f35b593889,5b33b527da3c5b969cc99dc435cad09a,2017,Qtr 2,June,14,14.8
15.79,21a17809c28668e0099cb74b70fd32d6,1,14.9,4563095e06df1fa67de2eade86f4f01b,537eb890efff034a88679788b647c564,2017,Qtr 3,July,24,'-0.89
8.82,21a2a72aad2ad28f19974dd4455722db,1,64.9,484619f908431240f47e8c9e96ca00d1,36a968b544695394e4e9d7572688598f,2018,Qtr 2,April,26,56.08
52.99,21a3c351610b2487460c404bbbdbda67,1,91.9,9739d07ec835e1c66eedb9a6df402bd5,ce69a8021d18961dd2a40269b7c2c293,2018,Qtr 2,June,27,38.91
44.03,21a3f15754b759c91fff4535aaeb3486,1,1880,752855b7d128a75a28fa2ea9341e51bc,40db9e9aa57f7bb151bcda6b0f9bdbb7,2018,Qtr 3,July,5,1835.97
14.1,21a464b47cbed6570cb9086c34959ce6,1,11.55,f89cd865cac300a9bf1320dd8f0fa223,8b321bb669392f5163d04c59e235e066,2017,Qtr 4,December,13,'-2.55
23.33,21a4664de3039c3f5b8bc3701c87a1fe,1,75.99,55dae7585569be721ef89eba4379e38b,7a67c85e85bb2ce8582c35f2203ad736,2018,Qtr 3,August,14,52.66
27.38,21a47fe1418ed7200936d8322e4e36e1,1,154,8fc803c7d0a99a53798c7896a7c1e93c,cc63f0dd2acba93ffed4fe9f8e0321fa,2018,Qtr 3,July,2,126.62
16.03,21a550eeac28a30d4b59a0fd91c9cc8d,1,85,2d75cb4f23924fff112f06ef3520c120,5160d23075764e18e07c1f4a87fad743,2017,Qtr 4,November,17,68.97
7.37,21a5a6a3ba44669b781dde94b19a361a,2,120,7439223069be0c67de28ae02a2a13810,9c068d10aca38e85c50202e17b4a7e88,2018,Qtr 1,January,23,112.63
32.06,21a5a6a3ba44669b781dde94b19a361a,1,139,dfb97c88e066dc22165f31648efe1312,8581055ce74af1daba164fdbd55a40de,2018,Qtr 1,January,23,106.94
38.53,21a6a3d0477ec6bada948436fd516e84,1,199,68e8aa2107082a035abf076c50bff4fa,d5b9a084373da994a6e37f732169a853,2018,Qtr 1,January,26,160.47
13.71,21a700353585ff0d776cdde844166983,1,41.8,d6aa421b9567e3e2a3a0caf8fb846cbc,99a54764c341d5dc80b4a8fac4eba3fb,2018,Qtr 2,May,16,28.09
0.4,21a724726546c32790ded320f982a506,1,19.9,12760bcacfaaf1457bc36e601e26dc79,aced59e9b31ef866a94f9e7f29d8d418,2017,Qtr 4,November,30,19.5
63.6,21a724726546c32790ded320f982a506,14,132.08,83fb98f2457985e6333f2e307adc5864,d5c530f4884a75ae0dba9c148718d278,2017,Qtr 4,November,30,17.12
19.95,21a8afe0ed14ff28046585ae724b5410,1,67.7,8e371c2303bcf90383f6cebd67f2dffe,4a3ca9315b744ce9f8e9374361493884,2018,Qtr 1,March,19,47.75
8.72,21a8ffca665bc7a1087d31751a7b7cbc,1,49.9,59a0529af96d3d459965f044c5cd1296,30a2f535bb48308f991d0b9ad4a8c4bb,2017,Qtr 2,June,6,41.18
14.52,21aa5570514b188b031255172b1e04bd,1,28,5538ed283fd2d0e2a1151507e1cbd59c,4da0e408c99d2fdc2126dc9fce518060,2017,Qtr 1,January,20,13.48
16.36,21ab5b80c7c152432a699cde9af9a04c,1,230,3a7553224e54d216c4a65c85f2d04deb,4a3ca9315b744ce9f8e9374361493884,2017,Qtr 2,May,29,213.64
50.7,21abec9862e40dd6706f0eaecb193f4b,1,89.99,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2018,Qtr 2,June,14,39.29
62.84,21ac7b9aaf4cb4e41aa7ed2722a0c2ab,4,79.8,de37ff8068c8e7b1164a19f0f4d05619,213b25e6f54661939f11710a6fddb871,2018,Qtr 2,June,1,8.48
15.71,21ac7b9aaf4cb4e41aa7ed2722a0c2ab,2,599.9,f879fadd73c7b81f0b278dacc880cf08,081acf3de680d554796c9cf041be7bc2,2018,Qtr 2,May,30,584.19
26.24,21acd87ab0e70951d2aa3b0cd6445c69,3,131.8,ccd42132afae2f1f5bfd5e27549c6ece,d566c37fa119d5e66c4e9052e83ee4ea,2018,Qtr 3,July,18,52.78
17.67,21acf351fd39c8a80aa62aed0b2fd28a,1,59.9,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017,Qtr 4,October,19,42.23
7.39,21ad66a2631bea1c9b697b500c20f1c1,1,12.9,3498d7bf6679faec5a2e7d2b2e45443a,d9a84e1403de8da0c3aa531d6d108ba6,2018,Qtr 2,May,7,5.51
51.58,21adb757aaef1f7f6240352b33d30e5a,1,154.99,d8d04b94572126180be57d08fddb186a,7c67e1448b00f6e969d365cea6b010ab,2018,Qtr 2,April,18,103.41
10.39,21ae9d6a114e6bf02be6b59e300b74bd,1,139.9,ef226f256d9c1986ee2d02ff216b15c3,ce248b21cb2adc36282ede306b7660e5,2017,Qtr 4,December,7,129.51
19.72,21af06c81b813d390e6f5df558fdbc3c,1,74.99,5fec075d001fba20a6bdeeb5d9b22dbe,602044f2c16190c2c6e45eb35c2e21cb,2018,Qtr 3,August,7,55.27
26.54,21af19181b59fd603fd2c40717d3897b,1,180,094102aa6f9acae48f92eec22c02180a,57e632711dec9ec14ca7546769483e7e,2017,Qtr 3,September,22,153.46
10.65,21af570a43e64c302adcbe61ad045303,1,176.9,b40ec43bdfc6d6fdd65e882066a5c895,9c0e69c7bf2619675bbadf47b43f655a,2017,Qtr 2,June,9,166.25
18.45,21af7328b2a40a3ece5491affde104fe,1,79.9,40e8b425d1a26e2d9cb77363523e05ce,d93919c944be9cff128f6c9cb899eacb,2018,Qtr 1,February,20,61.45
102.47,21b040554a153e4deafd3f3faf6e9b60,1,119,a5e74dc2d01e8b9df1590c7160358273,59b22a78efb79a4797979612b885db36,2018,Qtr 1,March,9,16.53
15.1,21b0a5108bb56f3391fa2db965e76bd0,1,49.77,4914f8796af2ecd359fd8f44b9b92339,c826c40d7b19f62a09e2d7c5e7295ee2,2017,Qtr 4,October,17,34.67
26.62,21b1633fe86b264bfedf62b262d950e2,1,50.9,ace5d86cf1ac63cdb76f49e5cd23d2f8,cca3071e3e9bb7d12640c9fbe2301306,2017,Qtr 2,April,28,24.28
24.84,21b1c98d8e52fa31d859540e69e84c29,1,27.9,3e442d09f9dfef002aadf31960869f65,85d9eb9ddc5d00ca9336a2219c97bb13,2017,Qtr 2,April,18,3.06
38.46,21b1cde01224deaa8db59b838cfd9c16,3,75.8,261244fc4d0197d8772346872f5b0f5e,6c7d50c24b3ccd2fd83b44d8bb34e073,2017,Qtr 4,November,30,18.67
30.2,21b2387b9fb6ecefaad3713e09e067ea,3,57.1,72172e982e8b92155069e4201c92c0bb,e9779976487b77c6d4ac45f75ec7afe9,2017,Qtr 3,July,5,13.45
15.48,21b2689d22f457f04c68814cb269764d,1,54.9,d76aac04bb7fcc7a54f1215251724b27,0509040ea3fe50071181bbc359eb7738,2018,Qtr 3,August,8,39.42
17.51,21b395301d11765dc88d8eca4c75d0ff,1,394.65,079189201e6c6f0b0f70d118fff53fd5,edb1ef5e36e0c8cd84eb3c9b003e486d,2018,Qtr 1,March,2,377.14
8.34,21b47da23dc2187f6da58dfd7698faa8,1,154.9,18e2f2853af64a5c039fb829e8609da1,fa1c13f2614d7b5c4749cbc52fecda94,2017,Qtr 4,November,21,146.56
11.09,21b6a31c126b44d94eed3a4ee2e739c6,1,475,b91b152754992edb9a83710c87a9427e,fe2032dab1a61af8794248c8196565c9,2018,Qtr 1,March,22,463.91
8.29,21b6d1e7385572036e50357aacbddf0d,1,32,5c92f9ec6027c92a5293a46e9175e817,6a8a889bde935bafa76d7848782dfaf9,2018,Qtr 2,April,16,23.71
45.74,21b839e8ec7b148d9a2ed05f2a54a1bc,1,299,7a27d105703555063bfa42ea2bfb32c8,77530e9772f57a62c906e1c21538ab82,2018,Qtr 2,May,14,253.26
11.39,21b8b46679ea6482cbf911d960490048,1,33.41,57210152ac995411cc3cbbaff91488a5,373ee4a3a775a733770ca3f790b8b9ac,2018,Qtr 2,May,14,22.02
12.79,21b91053280b58b39247f63e52fc4c6b,1,18.99,3eb48f70bd1ffaba382679c71ad7040f,ea8482cd71df3c1969d7b9473ff13abc,2018,Qtr 2,April,17,6.2
15.92,21b966a378471db65c18fa4ca20d6800,1,116.9,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018,Qtr 3,August,23,100.98
15.8,21b97cd3f3ef1ede9e0f4e56103a476c,1,98.99,0efc91aa52d1f0669126d3000a94279b,d1c281d3ae149232351cd8c8cc885f0d,2017,Qtr 1,March,8,83.19
9.07,21b9bb429b09c08b2ae81e3ed20e8d2f,1,129.9,e0bf01f7bf9a2581d5b670edf6252aaa,9dc79dd988ac42f4d56c340d7048420a,2018,Qtr 3,August,29,120.83
8.88,21babe33a62ea8ca20539175f5f77dd2,1,25.99,641a45900528e8324c4848dda4e0a3fa,4830e40640734fc1c52cd21127c341d4,2018,Qtr 2,May,15,17.11
37.55,21bce62cff4eacc6c074129488939291,1,122.99,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018,Qtr 1,March,28,85.44
16.79,21bdc97768bc2e7a3e428d0ede7deb85,1,27.9,220bc6afbb138c2e99fffc0f9838afd4,85d9eb9ddc5d00ca9336a2219c97bb13,2018,Qtr 1,March,16,11.11
9.34,21bdcd7a400bf562a9db97671d31b2d7,1,54.9,de1eee6c50298db6028af08bd88a702a,994f04b3718c2bab35c2adfa8afecd2a,2017,Qtr 4,December,25,45.56
15.27,21be7b54dbb2dffade63645014982524,1,74.9,2d37d1dbcba865841a1c8cfab20ab9a1,30a2f535bb48308f991d0b9ad4a8c4bb,2018,Qtr 1,January,23,59.63
37.6,21be81b09ccb9f3d183ce25919c8c30f,3,351,fa126ff62aae83e37857ad495641c878,e9bc59e7b60fc3063eb2290deda4cced,2017,Qtr 3,August,15,156.7
21.32,21bf30b67562ae46581be368cdd971a6,1,149.9,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018,Qtr 2,June,25,128.58
25.99,21bffa9bb2f8540013b0eb048699805d,1,219.99,14e95770921ccb6caef2e6134c182d78,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 4,November,17,194
43.11,21c03a286e71d3afc682942e4c8eb2bf,1,99.9,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,2018,Qtr 1,January,11,56.79
36.88,21c1039048f32ccc62b779bcfd5ac43d,1,249.9,b061d19bedb7cb3af1ae9d6fb52b5712,5bc24d989e71e93c33e50a7782431b0e,2018,Qtr 2,May,8,213.02
17.44,21c1e4b87c9c6695a749181ed6286926,1,99.99,29427de7f8a9ee983d9dbc51cec569b4,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 2,April,16,82.55
12.61,21c24f8f2452ec20a5184abfb269c35e,1,44.9,46c01e269265ddd1b66ccc8b4588a411,31be790e64fc99f8ff48ec2bd18a3104,2018,Qtr 3,August,14,32.29
8.11,21c3341507027110a7485509b9fb63a4,1,20.3,331aad9546c608b3e97cee9f95c3b027,e5a3438891c0bfdb9394643f95273d8e,2017,Qtr 4,October,3,12.19
18.23,21c362b5b414c727c47d29ae5a653c3e,1,29,cb3268665690f13e15913631c0ccc4a2,15aac934c58d886785ac1b17953ea898,2018,Qtr 1,March,19,10.77
11.85,21c3a36070a838388e823449f206f263,1,23.99,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,2017,Qtr 4,October,23,12.14
15.79,21c4830753ec0aef4a21072587e6711b,1,17.89,6fb016838aaad4bf1ad6999980e1c2ef,5656537e588803a555b8eb41f07a944b,2018,Qtr 1,January,26,2.1
27.23,21c4eaa80017bdc1e03506f96acd248a,1,98,331a9e69c95aad991177b0f1ef85a261,70a12e78e608ac31179aea7f8422044b,2017,Qtr 4,October,18,70.77
18.24,21c62929864d549aa9caca4f25b7e053,1,189.99,a1e8d472af4a2704d41604cff9eeaaa5,099095b050cfe8eb1ddff5317587e96e,2018,Qtr 2,April,11,171.75
42.7,21c67b5e714499b18a07580f8f0b65cb,1,119.9,27c0cea4dc76549f5bd124d9cad0ae3b,1f50f920176fa81dab994f9023523100,2018,Qtr 2,May,10,77.2
14.17,21c71f62d2554e1ad6c8ba9dc7af2c62,1,59.99,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,2017,Qtr 4,December,29,45.82
18.89,21c7a9262770a699c3144f54152e0b27,1,145,6f3b5b605d91b7439c5e3f5a8dffeea7,7d13fca15225358621be4086e1eb0964,2018,Qtr 2,May,10,126.11
8.27,21c8e489ad81de6c543c6e3964f8038f,1,19.5,ab959a147167f22f3e0c05eb06845771,128639473a139ac0f3e5f5ade55873a5,2017,Qtr 4,November,17,11.23
8.88,21c9855588b3946347dcaa1f159edcd8,1,12.9,214182ef6dd2635420e172166e7ee047,98dac6635aee4995d501a3972e047414,2018,Qtr 2,June,11,4.02
9.44,21c9e1884faf91f5fc65224d92b2ef83,1,99,2eb9b2ef7c1da3c7b99702452ea4729f,0db783cfcd3b73998abc6e10e59a102f,2017,Qtr 3,July,14,89.56
14.1,21ca56b276a6b8d082a1261f33786085,1,49.9,362b773250263786dd58670d2df42c3b,4c2b230173bb36f9b240f2b8ac11786e,2017,Qtr 4,December,19,35.8
21.22,21cab9105bc6c133b002932a53bcfe85,1,104.9,1fa784d8744e3ed625d8651ddb15e33b,afe0067131b73e40875c9b6c10bd2e21,2017,Qtr 4,November,27,83.68
27.31,21cade19cb2ceb4f1e5c9f9aa0daa4a9,1,109.95,c9c455f9fd8ca66d3ff7f90a249753b4,96804ea39d96eb908e7c3afdb671bb9e,2018,Qtr 1,January,5,82.64
7.4,21cb15950725534b614707f82846010e,1,20.2,114d1f71a8c0da5baa0894d00b9debb6,3be634553519fb6536a03e1358e9fdc7,2018,Qtr 3,August,29,12.8
15.1,21cb4961399b846b168d0358100f473b,1,49.95,9d32095f76b97762307e86cfc18dd7a0,391fc6631aebcf3004804e51b40bcf1e,2018,Qtr 1,February,5,34.85
35.72,21cc735821fa5ceea85bbf778b86f059,1,279.97,45f7c48e7ead07eb1afd9aebfe6de326,33a17d60c64393351ebf1ef860f4e0f2,2018,Qtr 2,June,21,244.25
18.98,21ccfd8ee777c40d2407604c5ddd2db1,1,99.9,194163a8a65a48a8c95623c399a9d4a7,0c8380b62e38e8a1e6adbeba7eb9688c,2017,Qtr 1,February,10,80.92
8.88,21cd0176d6da15971444fa43f4e02137,1,62.9,4a3fcddb44d39ff3d8d97e01a7dd8bd1,7722b1df1b0e383e000397b2c11e3e19,2018,Qtr 1,March,22,54.02
14.08,21cd0af59d306fa46a923c811618e3be,1,69.9,ab328a14d2698a726fe1ed2695f5f43c,620c87c171fb2a6dd6e8bb4dec959fc6,2017,Qtr 3,September,4,55.82
13.16,21cdcda0dab99c19306dca0f9ea2f7d4,1,129.9,c9bd28e8a4220af0723c7b7f97778681,1b4c3a6f53068f0b6944d2d005c9fc89,2017,Qtr 2,May,18,116.74
16.79,21ce1808ea117d397cae34b95036a4c7,1,19.9,e55ba61cd47a02e2b5479c63c7db13fd,128639473a139ac0f3e5f5ade55873a5,2018,Qtr 1,January,18,3.11
30.38,21cf2a548764530e2638e941f0dc7fed,1,119.99,1c05e0964302b6cf68ca0d15f326c6ba,7c67e1448b00f6e969d365cea6b010ab,2018,Qtr 2,April,27,89.61
13.41,21cf778cbc216b501945041921a3aed5,1,399.9,5050cfa82dba6f455d0e91b798777f21,620c87c171fb2a6dd6e8bb4dec959fc6,2017,Qtr 1,February,10,386.49
7.39,21d010a46099888da9e0d57e48d5a0f2,1,24.99,31c79131e883e5fd8c4c85fe9f7d2bb2,ea8482cd71df3c1969d7b9473ff13abc,2018,Qtr 1,March,26,17.6
26.74,21d032917e4ed1476f16ce92d0d8fdd4,3,99.8,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2018,Qtr 1,February,20,36.53
18.31,21d1525b1f8b575155ad84f1cac8416b,1,59.9,f98669b114883609dce5f0ded424d81b,7142540dd4c91e2237acb7e911c4eba2,2018,Qtr 1,February,26,41.59
14.52,21d264a9f2582bccf55b8e9d9435a6e5,1,11.9,41f447e263110b954a7e52f6052ab5e1,b76dba6c951ab00dc4edf0a1aa88037e,2017,Qtr 2,May,11,'-2.62
15.1,21d2e2d8b3a14a3cfc55a3274fe26344,1,13.65,f4a38926843e01497a3f63a5d5740c72,8b321bb669392f5163d04c59e235e066,2018,Qtr 1,February,26,'-1.45
14.92,21d31703cd5df37e311206bf328b022d,1,271.92,7638edba4cfcace983ea5ebf8f9a8244,1c68394e931a64f90ea236c5ea590300,2018,Qtr 1,February,20,257
69.17,21d33068d3dfe0561f1b60cc9be732e8,1,499.99,1cf39a397efa955b102a52ee7ec5531c,c35affa65afd250151285c5917fc1c8a,2018,Qtr 2,May,3,430.82
69.69,21d4d409001930a8266042afbc040039,1,189.9,134e9349b6b54e115f640c6df85fd3bf,6650fcccd8cd2f7e55ffa524f30c4c59,2017,Qtr 4,November,16,120.21
98.15,21d5a8c3c47b36c7e6a5d06cd1a89087,1,391.87,ed6e17c5f34a20c7569b6ac2597ee223,3a1a1fec38dd360f15fc912e821e169d,2018,Qtr 1,March,9,293.72
16.79,21d601597d3c4723d5e5f81dc1d2c01e,1,20,facd7264a689baabdce2373c4feb2dca,c84592044b180dec206770c38603814b,2018,Qtr 1,March,8,3.21
14.79,21d7cc8e7e9305ef7b30554a2227493d,1,68.5,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2018,Qtr 3,August,13,53.71
12.81,21d83e75dc0edc8c7aa58b4370a3518a,1,21.99,bb4580d57d11614d91c391c557e27372,52f9db5cfb423382a2fa5c9e39303202,2018,Qtr 3,July,27,9.18
12.81,21d83e75dc0edc8c7aa58b4370a3518a,2,21.99,fce345e86ad30c0a8de7f92f71ecb4cc,52f9db5cfb423382a2fa5c9e39303202,2018,Qtr 3,July,27,9.18
56.44,21d8497f62e0a7a9a219af444cbd2b28,1,139.99,b92a7304ebad1ca5b393b53b2de5c70a,7c67e1448b00f6e969d365cea6b010ab,2018,Qtr 3,July,2,83.55
45.13,21d84fdbaead25cecf565df87958cbb0,1,149.99,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018,Qtr 1,January,3,104.86
30.72,21d9d32f8191125284565e1600219667,1,240,72c6ce77ce1addb023ae0e0c483b4193,54965bbe3e4f07ae045b90b0b8541f52,2017,Qtr 4,November,21,209.28
0,21dc00cebbf91043aad476465c49c42f,1,116.9,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2018,Qtr 2,May,21,116.9
9.03,21dcaddbfa9fae12149a7c46cb6590eb,1,183,dbc624bf17ad3fdf6f8e5737ad9bf1cc,e24fc9fcd865784fb25705606fe3dfe7,2017,Qtr 3,September,27,173.97
18.73,21dcd2fcf462127526881cdf07741ab7,1,549.9,44cd26d414fd350a49f984a61cca443d,fa1c13f2614d7b5c4749cbc52fecda94,2018,Qtr 2,May,15,531.17
20.84,21dcd7ede33a335560d594e78f70499b,1,59.9,152eb960a9b1698e3b8dcd50aa14b611,0f0c984a4a955310903b6b6008660bad,2018,Qtr 2,May,2,39.06
16.07,21dd600edd64e225d04af3670d1803b3,1,53.9,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018,Qtr 2,May,10,37.83
15.56,21de78ac0578363ecb087f82755e6593,1,39.9,66a4ac0f9c73e92afc9cb7566977ef83,f8db351d8c4c4c22c6835c19a46f01b0,2017,Qtr 1,February,16,24.34
15.23,21df2b96ea32eb3b985c7c87a398b8d0,1,13.99,1f75be631e988bb0ad750e60e18d043b,fd386aa7bed2af3c7035c65506c9b4a3,2018,Qtr 3,July,5,'-1.24
31.86,21df4877f402eea02a4c1aab13411b1f,1,120,4666663905288ce384a71d096b22e7cd,8185694b58b2ba6de20fd41ae608bbea,2018,Qtr 3,August,8,88.14
20.08,21df9077cc34b937131aa902d45be9c5,1,119.9,2d7ec74c6f93ad8234f2e29817b2827b,bf3c6d2a28b2b5501e6c15448982dcc9,2017,Qtr 3,July,26,99.82
29.04,21dfb91aa3e9fa351ae6f12da1c53fb9,3,49.98,0b50295ca2c740dec15bb6fec6e8a3e2,6cf476a4ca74498db55cbccdaa9dcfb6,2017,Qtr 1,February,8,10.47
16.48,21e28426bf49f15032c93153c7a3e206,1,149,c1b350ede922e02138912a3192bcc86d,5962468f885ea01a1b6a97a218797b0a,2017,Qtr 4,October,25,132.52
15.98,21e37650ff5769ef4eaa10725322d871,1,258,a6a4a3de57effbbec7c478c6a03fa074,7b07b3c7487f0ea825fc6df75abd658b,2017,Qtr 2,May,3,242.02
18.69,21e43bdf56e1d32ad5bf113b604fc4f2,1,64.9,70d57e1031cc2064017c1dadbb672a1b,e38db885400cd35c71dfd162f2c1dbcf,2017,Qtr 4,December,11,46.21
92.67,21e4cb49918b1d01621e459fc79a60d1,1,478.04,830345ab5d2e365c7c6b91459119ea2d,05ff92fedb5be47920fea08e501238b9,2018,Qtr 3,August,9,385.37
18.66,21e52ff2fe2fd01824fe0e13fbef5963,1,79.9,ae8075d523c78e51b70c30ec84497683,cd233f8bfa30ebfd651f47ee7d054951,2018,Qtr 3,August,24,61.24
14.1,21e532e1fe87c6d6f72b17543a12af1a,1,35.9,7c24503a64637f3ab756ed1b44826747,0432ead42b6c8a0bdf68154add917fdf,2017,Qtr 4,November,24,21.8
11.85,21e5664155a526068b3547eb011e02dd,2,44.9,09a1f8a0ac3f2a9d3eed87339b7fd9d2,dc4a0fc896dc34b0d5bfec8438291c80,2017,Qtr 2,May,24,33.05
11.85,21e5664155a526068b3547eb011e02dd,1,44.9,690eb1f6541f9107b7cdb77fb461fe5f,dc4a0fc896dc34b0d5bfec8438291c80,2017,Qtr 2,May,24,33.05
15.81,21e66217f32d0775592d587a9cee5860,1,99.99,eebbed5ed3b134eceb717496c47652ba,d1c281d3ae149232351cd8c8cc885f0d,2017,Qtr 2,April,17,84.18
22.6,21e668861c7c6205d1e20ce7b24fae41,1,127.27,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018,Qtr 2,May,9,104.67
16.21,21e751f0d78afdfe36cb0e8fe45360d8,1,189.9,11a8af1af041fa2d890e7922566feadb,fe701d88b67eaca109dffd464d1be9f9,2018,Qtr 2,April,20,173.69
14.34,21ea7e4d14409db01f3c79aa48b465b9,1,85,024063adde9af865418b7da3dd897b98,4371b634e0efc0e22b09b52907d9d469,2017,Qtr 4,December,26,70.66
19.73,21eaec27338dab3006319241bff4c002,1,69.9,658189cd5485002bcbcf43081e91581d,54965bbe3e4f07ae045b90b0b8541f52,2017,Qtr 4,November,28,50.17
15.1,21eb47858aa7100e94ede112bf5ed1b3,1,24.9,c211ff3068fcd2f8898192976d8b3a32,da8622b14eb17ae2831f4ac5b9dab84a,2018,Qtr 1,January,5,9.8
15.1,21eb677c19b78ef3e185029ea42241cc,1,16.5,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,2017,Qtr 2,June,1,1.4
15.1,21eb87388abffab374c2064a0efe0a48,1,35,9e10eb05d9f369d5c38c475425cc2ee9,1ca7077d890b907f89be8c954a02686a,2017,Qtr 4,December,11,19.9
13.71,21ecf6c28bbb0f0ff48c5e1299cdfcc3,1,49.9,65a487289033740a0a896d72a6f2a1e1,3d871de0142ce09b7081e2b9d1733cb1,2018,Qtr 2,April,26,36.19
24.84,21ed2fe3b38bb559c88f45cf6179f2cd,1,46,c57d1d566402540eb9be608112ced702,522620dcb18a6b31cd7bdf73665113a9,2017,Qtr 1,March,9,21.16
7.99,21ee832eff624a82225c6e98cd2dcf7f,1,35.7,c900bb01100f7e72011f57af81326b90,d91fb3b7d041e83b64a00a3edfb37e4f,2018,Qtr 3,August,22,27.71
15.1,21f024b91cfeb5f135ceef69fe99fa50,1,19.99,1a300f482e35d7eac74b229be067aefd,e9d99831abad74458942f21e16f33f92,2017,Qtr 4,November,7,4.89
12.49,21f088502aca17fa9e009f1fefdf6e21,1,69.9,c2a1ff8408a1c857c8730e4d12da714e,95e03ca3d4146e4011985981aeb959b9,2017,Qtr 2,May,29,57.41
7.78,21f09bf30ca7f813ec079b4774e485ea,1,13.65,f62cbf4416c9ef8e1b4e8d5279891f24,8b321bb669392f5163d04c59e235e066,2018,Qtr 1,January,15,5.87
22.12,21f09ddab3452c7541fdd8b251645918,1,59,9d838a7fbaba7fca5f1fad259984063a,897060da8b9a21f655304d50fd935913,2018,Qtr 1,March,22,36.88
18.23,21f1cdf47b2ebf6d58a4e07191ac5a98,1,14.49,67bd616e1ba0d3d3e8545f3113b0140d,e9779976487b77c6d4ac45f75ec7afe9,2018,Qtr 2,May,18,'-3.74
123.52,21f1d47d575b225fabd423c4282b73f4,1,299.99,1ab21d1c80e214bc2cedfcb7a5ade550,7c67e1448b00f6e969d365cea6b010ab,2017,Qtr 4,October,11,176.47
15.1,21f244996b7ed14d4a1d49da69ab34e0,1,29,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2018,Qtr 1,January,22,13.9
18.6,21f27570ef536f54c3f27f4c9e9c9709,1,193,79366d6a24de9351b7ca6e3cf75a68ec,cc3d14116804f7209f3884f6367f1152,2017,Qtr 4,October,19,174.4
26.34,21f2dc64dc574bc823e5c05420267860,1,138,fbd4031ddbc3d02b95834b62769d3ad0,ce7d1888639e6fb06b2749cbfdac1ff7,2018,Qtr 3,July,26,111.66
16.32,21f3d0f22004d8bad479ca281e1f00a2,1,39.9,6c04f5ced4964898effa486a73d81ca2,76d64c4aca3a7baf218bf93ef7fa768d,2018,Qtr 1,March,14,23.58
12.9,21f4a37ec131158f1615d0f186f190af,1,199.98,78119fbfa709d07b86f5ccf15043c6d6,b33e7c55446eabf8fe1a42d037ac7d6d,2017,Qtr 4,December,28,187.08
20.08,21f4b58b45fe418aed605934ec0ae1d2,1,127.27,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018,Qtr 3,July,20,107.19
